order_id,customer_id,order_date,status,book_id,quantity,unit_price,line_total,order_month
59,9,2024-04-28 13:20:00,Delivered,1953,3,501.9,1505.7,2024-04
59,9,2024-04-28 13:20:00,Delivered,324,2,507.4,1014.8,2024-04
59,9,2024-04-28 13:20:00,Delivered,1388,1,498.0,498.0,2024-04
59,9,2024-04-28 13:20:00,Delivered,1961,1,496.5,496.5,2024-04
60,10,2024-04-30 15:45:00,Delivered,536,3,484.5,1453.5,2024-04
60,10,2024-04-30 15:45:00,Delivered,1885,3,497.7,1493.1,2024-04
60,10,2024-04-30 15:45:00,Delivered,1382,1,501.7,501.7,2024-04
61,11,2024-05-02 10:30:00,Delivered,1885,2,497.7,995.4,2024-05
61,11,2024-05-02 10:30:00,Delivered,1888,3,503.1,1509.3,2024-05
61,11,2024-05-02 10:30:00,Delivered,1382,3,501.7,1505.1,2024-05
62,12,2024-05-04 14:50:00,Delivered,1885,1,497.7,497.7,2024-05
62,12,2024-05-04 14:50:00,Delivered,194,1,558.6,558.6,2024-05
63,13,2024-05-06 09:40:00,Delivered,113,1,568.2,568.2,2024-05
64,14,2024-05-08 12:00:00,Delivered,16,3,468.4,1405.2,2024-05
64,14,2024-05-08 12:00:00,Delivered,1,1,547.0,547.0,2024-05
65,15,2024-05-10 16:25:00,Delivered,1962,1,553.0,553.0,2024-05
66,16,2024-05-12 10:55:00,Delivered,1961,2,496.5,993.0,2024-05
66,16,2024-05-12 10:55:00,Delivered,1382,2,501.7,1003.4,2024-05
66,16,2024-05-12 10:55:00,Delivered,1387,1,480.6,480.6,2024-05
66,16,2024-05-12 10:55:00,Delivered,187,3,480.4,1441.2,2024-05
67,17,2024-05-14 13:35:00,Delivered,892,1,454.3,454.3,2024-05
67,17,2024-05-14 13:35:00,Delivered,969,3,500.5,1501.5,2024-05
67,17,2024-05-14 13:35:00,Delivered,1934,3,507.9,1523.7,2024-05
68,18,2024-05-16 15:05:00,Delivered,1226,1,495.9,495.9,2024-05
68,18,2024-05-16 15:05:00,Delivered,931,1,513.5,513.5,2024-05
68,18,2024-05-16 15:05:00,Delivered,1436,2,489.9,979.8,2024-05
69,19,2024-05-18 09:50:00,Delivered,4,3,511.4,1534.2,2024-05
70,20,2024-05-20 14:15:00,Delivered,201,1,479.1,479.1,2024-05
70,20,2024-05-20 14:15:00,Delivered,969,2,500.5,1001.0,2024-05
71,21,2024-05-22 11:30:00,Delivered,899,2,470.2,940.4,2024-05
72,22,2024-05-24 16:45:00,Delivered,525,3,478.1,1434.3,2024-05
72,22,2024-05-24 16:45:00,Delivered,1228,2,489.4,978.8,2024-05
72,22,2024-05-24 16:45:00,Delivered,1845,3,479.3,1437.9,2024-05
73,23,2024-05-26 11:00:00,Delivered,1957,3,493.9,1481.7,2024-05
74,24,2024-05-28 13:25:00,Delivered,1961,2,496.5,993.0,2024-05
74,24,2024-05-28 13:25:00,Delivered,6,1,554.8,554.8,2024-05
74,24,2024-05-28 13:25:00,Delivered,34,1,513.6,513.6,2024-05
75,25,2024-05-30 15:50:00,Delivered,972,3,528.2,1584.6,2024-05
75,25,2024-05-30 15:50:00,Delivered,936,1,464.1,464.1,2024-05
76,26,2024-06-01 10:35:00,Delivered,537,2,484.6,969.2,2024-06
76,26,2024-06-01 10:35:00,Delivered,1959,3,495.9,1487.7,2024-06
76,26,2024-06-01 10:35:00,Delivered,1967,2,553.0,1106.0,2024-06
77,27,2024-06-03 14:55:00,Delivered,1888,2,503.1,1006.2,2024-06
77,27,2024-06-03 14:55:00,Delivered,966,2,457.2,914.4,2024-06
77,27,2024-06-03 14:55:00,Delivered,1967,1,553.0,553.0,2024-06
78,28,2024-06-05 09:45:00,Delivered,1941,1,563.0,563.0,2024-06
79,29,2024-06-07 12:05:00,Delivered,525,3,478.1,1434.3,2024-06
79,29,2024-06-07 12:05:00,Delivered,325,3,508.2,1524.6,2024-06
79,29,2024-06-07 12:05:00,Delivered,1228,2,489.4,978.8,2024-06
80,30,2024-06-09 16:30:00,Delivered,2,1,566.0,566.0,2024-06
81,31,2024-06-11 11:00:00,Delivered,1845,2,479.3,958.6,2024-06
81,31,2024-06-11 11:00:00,Delivered,1892,3,543.7,1631.1,2024-06
82,32,2024-06-13 13:40:00,Delivered,1227,1,488.1,488.1,2024-06
82,32,2024-06-13 13:40:00,Delivered,874,2,503.8,1007.6,2024-06
83,33,2024-06-15 15:10:00,Delivered,1893,3,509.0,1527.0,2024-06
83,33,2024-06-15 15:10:00,Delivered,1945,1,563.0,563.0,2024-06
83,33,2024-06-15 15:10:00,Delivered,537,3,484.6,1453.8,2024-06
84,34,2024-06-17 09:55:00,Delivered,1945,3,563.0,1689.0,2024-06
85,35,2024-06-19 14:20:00,Delivered,1962,1,553.0,553.0,2024-06
85,35,2024-06-19 14:20:00,Delivered,320,1,504.3,504.3,2024-06
85,35,2024-06-19 14:20:00,Delivered,524,2,447.2,894.4,2024-06
85,35,2024-06-19 14:20:00,Delivered,892,1,454.3,454.3,2024-06
86,36,2024-06-21 11:35:00,Delivered,325,2,508.2,1016.4,2024-06
86,36,2024-06-21 11:35:00,Delivered,1941,3,563.0,1689.0,2024-06
87,37,2024-06-23 16:50:00,Delivered,972,3,528.2,1584.6,2024-06
87,37,2024-06-23 16:50:00,Delivered,525,1,478.1,478.1,2024-06
88,38,2024-06-25 11:05:00,Delivered,1892,2,543.7,1087.4,2024-06
88,38,2024-06-25 11:05:00,Delivered,901,2,503.4,1006.8,2024-06
88,38,2024-06-25 11:05:00,Delivered,895,2,554.2,1108.4,2024-06
88,38,2024-06-25 11:05:00,Delivered,538,1,505.0,505.0,2024-06
89,39,2024-06-27 13:30:00,Delivered,1891,1,517.4,517.4,2024-06
89,39,2024-06-27 13:30:00,Delivered,1961,2,496.5,993.0,2024-06
90,40,2024-06-29 15:55:00,Delivered,968,2,502.7,1005.4,2024-06
90,40,2024-06-29 15:55:00,Delivered,5,2,525.3,1050.6,2024-06
90,40,2024-06-29 15:55:00,Delivered,1420,3,489.1,1467.3,2024-06
91,41,2024-07-01 10:40:00,Delivered,1955,1,502.6,502.6,2024-07
91,41,2024-07-01 10:40:00,Delivered,1617,2,484.1,968.2,2024-07
91,41,2024-07-01 10:40:00,Delivered,1941,1,563.0,563.0,2024-07
91,41,2024-07-01 10:40:00,Delivered,1891,3,517.4,1552.2,2024-07
92,42,2024-07-03 15:00:00,Delivered,1892,2,543.7,1087.4,2024-07
92,42,2024-07-03 15:00:00,Delivered,6,2,554.8,1109.6,2024-07
92,42,2024-07-03 15:00:00,Delivered,113,3,568.2,1704.6,2024-07
93,43,2024-07-05 09:50:00,Delivered,1227,1,488.1,488.1,2024-07
93,43,2024-07-05 09:50:00,Delivered,104,2,521.0,1042.0,2024-07
93,43,2024-07-05 09:50:00,Delivered,194,3,558.6,1675.8,2024-07
94,44,2024-07-07 12:10:00,Delivered,890,3,464.5,1393.5,2024-07
94,44,2024-07-07 12:10:00,Delivered,1893,2,509.0,1018.0,2024-07
95,45,2024-07-09 16:35:00,Shipped,187,3,480.4,1441.2,2024-07
96,46,2024-07-11 11:05:00,Shipped,1938,1,529.5,529.5,2024-07
96,46,2024-07-11 11:05:00,Shipped,1227,3,488.1,1464.3,2024-07
97,47,2024-07-13 13:45:00,Shipped,1962,1,553.0,553.0,2024-07
97,47,2024-07-13 13:45:00,Shipped,931,3,513.5,1540.5,2024-07
97,47,2024-07-13 13:45:00,Shipped,1961,2,496.5,993.0,2024-07
98,48,2024-07-15 15:15:00,Processing,1957,2,493.9,987.8,2024-07
98,48,2024-07-15 15:15:00,Processing,14,3,489.3,1467.9,2024-07
98,48,2024-07-15 15:15:00,Processing,929,2,514.1,1028.2,2024-07
99,49,2024-07-17 10:00:00,Processing,865,3,473.9,1421.7,2024-07
99,49,2024-07-17 10:00:00,Processing,11,2,489.4,978.8,2024-07
100,50,2024-07-19 14:25:00,Processing,1966,2,553.0,1106.0,2024-07
100,50,2024-07-19 14:25:00,Processing,1387,2,480.6,961.2,2024-07
101,51,2024-07-21 11:40:00,Processing,933,2,513.5,1027.0,2024-07
102,52,2024-07-23 16:55:00,Pending,1227,3,488.1,1464.3,2024-07
102,52,2024-07-23 16:55:00,Pending,1382,3,501.7,1505.1,2024-07
103,53,2024-07-25 11:10:00,Pending,1618,1,477.2,477.2,2024-07
103,53,2024-07-25 11:10:00,Pending,1228,3,489.4,1468.2,2024-07
103,53,2024-07-25 11:10:00,Pending,1955,2,502.6,1005.2,2024-07
104,54,2024-07-27 13:35:00,Pending,1961,2,496.5,993.0,2024-07
104,54,2024-07-27 13:35:00,Pending,965,3,506.2,1518.6,2024-07
105,55,2024-07-29 16:00:00,Pending,966,3,457.2,1371.6,2024-07
105,55,2024-07-29 16:00:00,Pending,1436,2,489.9,979.8,2024-07
105,55,2024-07-29 16:00:00,Pending,892,1,454.3,454.3,2024-07
106,56,2024-07-30 10:20:00,Pending,530,1,546.6,546.6,2024-07
106,56,2024-07-30 10:20:00,Pending,1891,1,517.4,517.4,2024-07
107,57,2024-08-01 10:45:00,Pending,1966,2,553.0,1106.0,2024-08
107,57,2024-08-01 10:45:00,Pending,1420,3,489.1,1467.3,2024-08
107,57,2024-08-01 10:45:00,Pending,4,3,511.4,1534.2,2024-08
107,57,2024-08-01 10:45:00,Pending,1226,1,495.9,495.9,2024-08
108,58,2024-08-02 15:05:00,Pending,190,3,558.6,1675.8,2024-08
108,58,2024-08-02 15:05:00,Pending,16,3,468.4,1405.2,2024-08
108,58,2024-08-02 15:05:00,Pending,899,1,470.2,470.2,2024-08
108,58,2024-08-02 15:05:00,Pending,530,1,546.6,546.6,2024-08
109,59,2024-08-03 09:55:00,Processing,895,2,554.2,1108.4,2024-08
109,59,2024-08-03 09:55:00,Processing,872,1,474.0,474.0,2024-08
109,59,2024-08-03 09:55:00,Processing,1953,3,501.9,1505.7,2024-08
109,59,2024-08-03 09:55:00,Processing,187,1,480.4,480.4,2024-08
110,60,2024-08-04 12:15:00,Processing,1226,1,495.9,495.9,2024-08
